DTXSID,true_cas,true_chemname,status,ATMOSPHERIC_HYDROXYLATION_RATE_.AOH._CM3.MOLECULE.SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM.M3.MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L.KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL.L_OPERA_PRED
DTXSID7046758,519-09-5,Benzoylecgonine,uc,1.74217e-11,2.88532,3.35404,319.18,7.94524e-9,0.727807,10.6542,645.54,2.61342,143.215,2.76111e-7,0.00725813
DTXSID7047061,629-78-7,Heptadecane,uc,2.09472e-11,1805.73,19.9955,302.008,6.13708e-5,25.4953,8.41419,3462.18,8.47505,22.1794,2.29021e-4,5.60137e-9
DTXSID7047063,629-97-0,Docosane,uc,7.96802e-12,250.316,123.696,368.613,8.9538e-7,8.08336,9.94337,14456,9.44982,44.5177,1.30287e-6,5.85937e-9
DTXSID7047144,3697-42-5,Chlorhexidine dihydrochloride,uc,3.01984e-11,27.2361,35.5357,318.179,3.98485e-10,0.267624,9.59618,20613.9,1.59477,138.829,3.99756e-10,0.00158444
DTXSID7047148,141-01-5,Ferrous fumarate,uc,1.07078e-11,4.93636,5.33546,318.137,6.77597e-9,0.118411,7.19457,8.6883,-1.48597,222.27,7.07636e-5,0.0613067
DTXSID7047568,41394-05-2,Metamitron,uc,7.45006e-12,2.20557,3.34521,324.573,2.52057e-9,0.10487,7.71605,147.537,0.830546,166.882,6.41603e-9,0.0088183
DTXSID7047641,112-66-3,Dodecyl acetate,uc,1.31268e-11,987.613,4.94746,273.08,7.85783e-6,1.86189,7.24853,3306.91,5.78467,-0.147618,0.00172936,8.61309e-6
DTXSID7047647,122-69-0,3-Phenyl-2-propen-1-yl 3-phenylacrylate,uc,4.00378e-11,558.244,3.7071,343.869,9.18152e-9,1.69912,8.52342,1700.52,4.45026,44.0945,2.90391e-6,1.42305e-6
DTXSID7047728,97-62-1,Ethyl isobutyrate,uc,4.38303e-12,2.51194,4.12663,114.04,3.41554e-4,0.112347,3.24253,34.5754,1.80888,-89.8375,25.1582,0.0508114
DTXSID7047988,72214-01-8,2-Ethylhexyl hydrogen sulfate,uc,7.56497e-12,6.35443,3.65214,268.015,2.84972e-8,0.376909,8.39361,26.832,1.36486,44.412,1.68392e-5,0.132377
DTXSID7048112,62624-30-0,Ascorbic acid,uc,8.13797e-12,2.05358,3.53988,274.055,8.44548e-10,0.0921521,8.12372,151.535,-1.85074,168.514,1.2512e-7,2.07263
DTXSID7048243,87233-61-2,Emedastine,uc,1.67606e-11,11.435,8.71401,335.719,8.67651e-6,4.78435,10.6977,498.323,1.99823,118.477,1.11243e-7,4.59076e-4
DTXSID7048297,65807-02-5,Goserelin,uc,1.85548e-10,5.26915,88.7245,344.104,2.6607e-11,0.233832,9.64427,30930.3,1.54744,157.822,1.10591e-7,0.00977706
DTXSID7048372,40665-92-7,Cloprostenol,uc,1.1464e-10,6.10226,6.58703,385.735,9.08278e-11,0.191097,9.43405,26500.8,4.26162,124.162,7.56461e-11,2.24745e-5
DTXSID7048617,25126-32-3,Sincalide,uc,1.85514e-10,3.19443,94.3489,327.863,2.55466e-11,0.233537,9.63173,31229.9,2.38552,169.324,2.70474e-8,0.10578
DTXSID7048661,90038-01-0,Detomidine hydrochloride,uc,1.96582e-11,6.02446,3.16887,316.082,2.1036e-7,0.185671,8.52845,108.855,-0.665514,212.369,1.5396e-5,0.00135777
DTXSID7049423,621-59-0,3-Hydroxy-4-methoxy-benzaldehyde,uc,1.74832e-11,4.85372,3.54232,286.739,1.29723e-7,0.0964819,7.47953,89.1979,0.988919,113.409,3.73668e-5,0.0323849
DTXSID7050408,2673-22-5,Sodium ditridecylsulfosuccinate,uc,2.10757e-11,14.0892,13.0948,425.671,3.19631e-8,1.93368,10.1873,20521,6.91963,154.832,7.46937e-8,2.66327e-5
DTXSID7051420,61916-40-3,"Ethylenediaminetetraacetic acid disodium copper (II) salt, dihydrate",uc,9.82283e-12,3.80687,4.96007,318.006,2.27935e-11,0.306243,9.37979,37.8169,-1.30906,173.247,1.50547e-12,0.00342189
DTXSID7051424,67401-50-7,Ethylenediaminetetraacetic acid tetrasodium salt trihydrate,uc,9.82283e-12,3.80687,4.96007,318.006,2.27935e-11,0.306243,9.37979,37.8169,-1.51402,164.398,1.50547e-12,0.00342189
DTXSID7051426,73637-19-1,Ethylenediaminetetraacetic acid disodium copper(II) salt trihydrate,uc,9.82283e-12,3.80687,4.96007,318.006,2.27935e-11,0.306243,9.37979,37.8169,-1.51402,164.398,1.50547e-12,0.00342189
DTXSID7051634,1254-78-0,Phenyl didecyl phosphite,uc,2.78712e-11,103.41,10.6443,404.542,4.39691e-7,5.65676,11.6808,10220.4,8.85363,2.31882,8.69015e-7,1.93075e-7
DTXSID7051769,1632-16-2,3-Methyleneheptane,uc,6.79686e-11,562.53,4.77192,119.012,0.203445,3.44639,3.62584,223.252,4.18032,-92.1812,19.7542,9.71243e-5
DTXSID7052024,343-27-1,Harmine hydrochloride,uc,1.67964e-11,11.101,3.34561,343.596,6.71973e-8,2.05828,10.4907,2303.34,0.282455,209.839,4.76712e-7,0.00366085
DTXSID7052151,513-79-1,Cobalt(II) carbonate,uc,2.50079e-14,4.92728,7.57763,299.147,3.7792e-9,0.142856,6.36654,3.85959,-1.52479,181.431,0.0105684,0.0170393
DTXSID7052159,52238-92-3,Pigment Red 242,uc,2.52689e-11,217.676,198.103,449.234,1.08265e-8,1.37746,9.57396,132792,4.93565,246.262,3.36335e-7,2.59576e-7
DTXSID7052280,6107-56-8,Calcium octanoate,uc,1.12916e-11,3.7792,4.9798,238.954,1.04792e-6,0.177795,6.24209,110.089,-1.10596,178.984,0.00370176,0.00525666
DTXSID7052448,70206-24-5,"2-[(8Z)-Heptadec-8-en-1-yl]-1-methyl-1-{2-[(9Z)-octadec-9-enoylamino]ethyl}-4,5-dihydro-1H-imidazol-1-ium methyl sulfate",uc,1.33747e-10,47.4055,74.8881,467.062,2.75449e-8,0.780116,11.3757,20655.5,0.732518,163.572,4.25734e-10,3.10373e-8
DTXSID7052498,75-43-4,Dichlorofluoromethane,uc,3.02246e-14,22.1126,7.97324,8.97115,0.0173111,0.139823,2.02163,41.5619,1.55046,-134.898,1367.9,0.181325
DTXSID7052529,7786-61-0,2-Methoxy-4-vinylphenol,uc,5.32168e-11,9.4758,3.49066,264.68,2.95267e-7,0.0978565,7.72838,1010.08,2.22529,6.35977,0.00696206,0.0103666
DTXSID7057654,15687-14-6,Embutramide,uc,2.41402e-11,11.124,3.53935,333.39,6.17297e-9,1.19511,9.24341,773.749,1.96678,112.98,7.71919e-9,1.85019e-4
DTXSID7057658,1620-98-0,"3,5-Di-tert-butyl-4-hydroxybenzaldehyde",uc,1.7365e-11,491.85,5.36063,270.473,3.11036e-9,2.46428,8.92415,2572.27,4.40629,185.587,1.09048e-7,2.71686e-5
DTXSID7057941,113614-08-7,Beflubutamid,uc,1.37693e-11,59.6273,3.54262,342.13,7.52766e-9,0.291867,10.0453,528.358,3.99177,142.018,2.53143e-7,9.35211e-6
DTXSID7057943,119126-15-7,Flupoxam,uc,1.33619e-11,8.87752,3.54873,342.508,3.60276e-8,2.40794,10.3191,5084.46,3.65537,146.061,1.48851e-7,2.18062e-6
DTXSID7057945,120923-37-7,Amidosulfuron,uc,1.05632e-11,2.81575,4.29321,281.176,1.56464e-11,0.16915,9.11967,106.002,1.62867,161.515,1.63959e-7,0.00830596
DTXSID7057949,125306-83-4,Cafenstrole,uc,1.38604e-11,2.47326,4.94289,336.632,7.56736e-9,0.79637,10.4497,296.13,3.20844,115.064,2.25807e-11,7.18532e-6
DTXSID7057993,162320-67-4,Diflovidazin,uc,1.13982e-11,282.46,4.39375,344.596,6.7867e-8,0.317548,10.1993,1358.13,3.29906,187.943,8.88717e-9,7.62446e-7
DTXSID7057999,174514-07-9,Fluazolate,uc,1.37874e-11,124.941,3.54506,359.005,1.58815e-8,1.72454,9.40762,773.321,4.10822,79.9995,7.09891e-8,1.20242e-7
DTXSID7058040,26087-47-8,Iprobenfos,uc,1.68264e-11,8.70206,3.94606,347.426,2.81546e-6,0.0633331,9.17566,182.22,3.33956,53.461,4.02963e-5,0.00152166
DTXSID7058042,2655-14-3,XMC,uc,1.60324e-11,2.52236,4.94293,265.005,2.70894e-8,0.110527,8.54214,51.5653,2.22176,98.1908,3.56963e-4,0.0029292
DTXSID7058048,27605-76-1,Probenazole,uc,2.72548e-11,2.70335,4.91149,317.199,7.89891e-9,0.0906053,6.69791,283.473,1.40147,138.55,4.84705e-5,6.72043e-4
DTXSID7058096,413615-35-7,Benthiavalicarb,uc,1.47501e-11,4.57333,4.42549,274.466,2.02682e-10,0.711467,9.26513,202.018,1.49074,211.873,6.20488e-11,0.00338057
DTXSID7058098,4234-79-1,Kelevan,uc,3.33347e-11,655.682,527.361,451.905,1.29129e-9,3.00691,10.2083,62734,3.60381,91.0519,9.336e-11,8.70731e-6
DTXSID7058127,560121-52-0,Cyenopyrafen,uc,2.04996e-11,824.594,4.31167,349.793,1.59697e-8,2.28122,11.7065,43261.7,3.69859,117.343,7.1263e-8,9.25875e-7
DTXSID7058173,73250-68-7,Mefenacet,uc,1.37615e-11,17.3252,3.35264,371.035,6.65205e-9,0.645886,11.5209,1367,3.22944,134.691,4.81671e-9,1.34602e-5
DTXSID7058175,74070-46-5,Aclonifen,uc,9.90398e-12,189.573,4.66332,349.113,5.82654e-8,0.0780325,10.2291,5148.39,4.03935,81.6504,1.19147e-7,7.00963e-6
DTXSID7058204,86598-92-7,Imibenconazole,uc,2.46278e-11,429.986,13.2535,346.566,8.09412e-9,10.7136,11.7385,544.045,4.93646,90.1271,6.39566e-10,4.17427e-6
DTXSID7058208,881685-58-1,Isopyrazam,uc,1.75742e-11,144.973,4.64033,328.005,1.66699e-9,0.714799,10.8874,24030.4,3.85097,193.227,1.04455e-8,2.97998e-5
DTXSID7059779,293-96-9,Cyclodecane,uc,7.60187e-12,1288.46,18.4431,201.756,0.0664557,8.0981,4.96894,3251.31,5.44777,-61,0.559057,1.85645e-6
DTXSID7059806,321-14-2,"Benzoic acid, 5-chloro-2-hydroxy-",uc,4.80441e-12,4.45669,4.56488,264.711,2.45366e-8,0.108878,7.8432,24.6562,3.08655,171.639,7.12718e-6,0.05744
DTXSID7060097,498-02-2,Acetovanillone,uc,1.22215e-11,7.02795,3.51526,296.949,2.04723e-9,0.105989,7.76299,124.444,1.26092,114.504,1.02299e-5,0.0300372
DTXSID7060257,542-55-2,"Formic acid, 2-methylpropyl ester",uc,1.64841e-12,3.3621,3.6751,97.9369,3.36897e-4,0.20572,2.75102,14.9755,1.29204,-95.1452,40.081,0.0991562
DTXSID7060962,660-27-5,"Acetic acid, dichloro-, compd. with N-(1-methylethyl)-2-propanamine (1:1)",uc,1.85146e-11,6.35854,18.8162,84.0562,1.98628e-5,0.102985,4.24488,37.4188,0.617029,159.994,79.1721,1.08773
DTXSID7061148,813-94-5,Tricalcium dicitrate,uc,3.33572e-12,4.16394,4.09194,318.064,1.54655e-10,0.105991,7.9121,119.011,-2.148,177.803,1.65442e-8,4.90398
DTXSID7061433,1066-40-6,Trimethylsilanol,uc,3.9522e-12,3.08936,10.6133,108.157,1.87849e-5,0.0933755,3.47634,394.504,1.99878,64.7113,14.2217,3.39881
DTXSID7061772,1555-53-9,"9-Octadecenoic acid (9Z)-, magnesium salt",uc,4.94406e-11,93.3063,5.3554,359.986,6.05302e-8,0.910033,10.6121,2355.33,5.02101,165.64,1.39009e-6,4.34358e-8
DTXSID7062906,3208-16-0,"Furan, 2-ethyl-",uc,1.07681e-10,9.10246,4.30151,92.0686,1.95706e-4,0.397903,3.32759,54.5127,2.39992,-78.0614,23.756,0.0380778
DTXSID7064283,6371-76-2,D&C Red No. 31,uc,1.43076e-11,14.6122,17.3929,311.373,7.74666e-10,0.208484,9.14853,3034.01,-0.530631,203.304,7.01423e-10,1.71051e-4
DTXSID7068766,52558-73-3,"Glycine, N-methyl-N-(1-oxotetradecyl)-",uc,1.19949e-11,31.6954,5.53792,347.672,9.77852e-9,0.569878,11.2867,2693.98,3.96331,36.7426,7.11053e-7,0.00479764
DTXSID70700863,51808-87-8,1-(14-Bromotetradecyl)isoquinoline,uc,1.75752e-11,275.397,26.6167,391.884,8.43561e-7,4.93578,11.7002,9903.7,9.22956,45.3934,2.60421e-7,9.13404e-7
DTXSID7073931,824-22-6,4-Methylindan,uc,1.60473e-11,288.865,2.0033,203.62,0.00246297,1.5943,5.01216,1822.65,4.02393,-18.759,0.265409,5.11498e-4
DTXSID7074618,33734-57-5,Octaneperoxoic acid,uc,1.14655e-11,6.97771,4.75105,237.195,4.03475e-8,0.215183,7.01332,127.832,2.44131,28.3271,0.0650237,0.0856842
DTXSID7074668,5949-29-1,"1,2,3-Propanetricarboxylic acid, 2-hydroxy-, hydrate (1:1)",uc,3.33572e-12,4.16394,4.09194,318.064,1.54655e-10,0.105991,7.9121,119.011,-1.72129,173.542,1.65442e-8,4.90398
DTXSID70858792,483-76-1,(+)-d-Cadinene,uc,2.2718e-10,833.154,72.9563,251.02,0.00757541,54.2774,7.05003,5027.41,5.14112,-7.55238,0.022472,5.56854e-6
DTXSID70858959,53214-57-6,2-(Methylamino)-1-phenyl-1-propanol,uc,1.56397e-11,5.5859,3.32406,255.052,1.14118e-7,0.110967,7.84948,128.506,1.49366,90.449700000000007,0.0275509,0.366039
DTXSID70862293,616-25-1,1-Penten-3-ol,uc,4.26227e-11,5.0743,3.54519,115.009,1.21677e-5,0.083627,4.09497,13.9342,0.80629,-42.2765,4.07173,1.04974
DTXSID70862374,694-91-7,5-Methylenenorbornene,uc,1.32331e-10,38.1402,3.14057,134.588,0.00590568,0.317955,3.91113,652.509,2.79202,-28.667,2.06898,0.00183377
DTXSID70863164,3387-41-5,Sabinen,uc,1.16442e-10,322.103,3.12846,159.16,0.0577538,5.19453,4.47666,2799.22,4.37437,52.2012,3.20265,2.48426e-5
DTXSID70863381,4365-60-0,3-Triphenylphosphoniopropionate,uc,1.37282e-11,119.373,86.2284,416.395,6.00966e-9,2.04917,11.7377,571.299,5.09162,164.82,3.80033e-8,2.97324e-5
DTXSID70864338,12694-22-3,"2,3-Dihydroxypropyl 2,3-dideoxy-2-hexadecylpentonate",uc,2.02391e-11,62.6172,5.08395,380.433,7.43731e-12,0.203749,9.43743,13964.5,4.75604,108.096,3.33095e-9,5.50736e-5
DTXSID70865507,29710-25-6,"Octadecanoic acid, 12-hydroxy-, 2-ethylhexyl ester",uc,2.00348e-11,107.037,8.70043,395.007,6.82693e-8,2.32265,10.3506,10183.2,9.45031,19.2002,3.5723e-7,1.50522e-5
DTXSID70873208,88040-23-7,Cefepime,uc,4.07064e-11,1.41834,36.0606,328.515,1.24011e-11,0.496568,9.66776,46.8992,0.408174,199.287,4.22368e-10,0.00330472
DTXSID70878637,977-79-7,Medrogestone,uc,6.82295e-11,286.52,98.1668,363.654,4.02328e-6,17.0982,10.4579,180648,4.18446,143.919,6.08539e-8,5.38891e-6
DTXSID70881267,25246-27-9,(-)-Alloaromadendrene,uc,7.58555e-11,1420.36,97.2662,260.206,0.00548684,12.3401,6.56208,9451.57,4.79032,7.01438,0.0100543,4.27769e-6
DTXSID70883105,102-62-5,"1,2-Diacetylglycerol",uc,5.24637e-12,1.56128,4.12993,258.918,2.34407e-8,0.109039,6.46941,92.0934,0.0505067,-1.54342,7.47259e-5,0.434181
DTXSID70883221,77-52-1,(+)-Ursolic acid,uc,2.55853e-11,66.1407,334.851,372.52,1.90391e-8,4.32191,9.57479,73605.3,6.28721,283.969,9.2994e-9,3.48626e-5
DTXSID70887244,70495-37-3,"Sulfuric acid, mono(2-ethylhexyl) ester, ammonium salt (1:1)",uc,7.56497e-12,6.35443,3.65214,268.015,2.84972e-8,0.376909,8.39361,26.832,1.17943,125.719,1.68392e-5,0.132377
DTXSID70889400,50767-79-8,"9,11-Tetradecadien-1-ol, 1-acetate, (9Z,11E)-",uc,1.33382e-10,760.091,5.7207,304.744,6.89164e-7,1.76034,8.41459,1852.97,6.04658,-27.8192,1.00893e-4,3.47754e-6
DTXSID70889985,68630-92-2,"1H-Imidazole-1-propanoic acid, 3-[2-(2-carboxyethoxy)ethyl]-2-heptyl-2,3-dihydro-, sodium salt (1:2)",uc,3.09952e-11,6.55946,5.71229,284.98,1.824e-11,0.174132,9.34165,608.75,2.03017,155.881,1.72077e-9,0.017585
DTXSID70890758,15284-51-2,Calcium myristate,uc,1.30205e-11,58.5454,5.71838,326.198,2.37554e-7,0.541159,8.53568,3326.83,0.834129,175.78,1.40522e-6,4.71194e-6
DTXSID70891043,72208-21-0,"3H-Indolium, 2-[2-[4-[(2-cyanoethyl)methylamino]phenyl]ethenyl]-1,3,3-trimethyl-, phosphate (1:1)",uc,3.07336e-11,517.95,4.46061,352.837,6.45747e-8,4.97889,11.6888,2711.19,0.524376,155.779,4.96345e-8,1.29041e-5
DTXSID70892191,16389-88-1,Dolomite,uc,2.50079e-14,4.92728,7.57763,299.147,3.7792e-9,0.142856,6.36654,3.85959,-0.821277,138.447,0.0105684,0.0170393
DTXSID70892934,66603-10-9,"Diazene, 1-?cyclohexyl-?2-?hydroxy-?, 1-?oxide, potassium salt (1:1)",uc,1.99789e-12,5.30831,5.23264,200.058,1.2003e-5,0.167884,4.56917,271.838,-1.72311,107.329,0.00932486,0.0153296
DTXSID70895824,53404-78-7,Sodium bis(2-aminoethyl) phosphate,uc,3.03442e-11,4.19276,4.13704,262.389,1.01463e-8,0.0837931,8.31905,86.9766,-1.96575,179.808,8.95453e-9,2.01354
DTXSID70911371,70359-46-5,Brimonidine tartrate,uc,1.76688e-11,2.69382,13.5748,327.53,4.4417e-10,0.497539,9.06064,363.662,0.790846,160.627,5.39243e-10,0.00164004
DTXSID70915672,94313-89-0,"1,4-Bis(decyloxy)-1,4-dioxobutane-2-sulfonic acid--ammonia (1/1)",uc,2.16994e-11,21.6327,8.38353,354.65,3.68579e-8,2.84752,10.2723,19475.4,6.00917,163.975,3.77267e-7,1.33191e-4
DTXSID70920529,824-90-8,(E)-1-Phenyl-1-butene,uc,6.12859e-11,174.108,3.52211,198.431,0.00891458,0.491334,4.45313,1198.17,3.57217,-42.935,1.22312,1.6798e-4
DTXSID70956247,34769-44-3,"Sodium 4,8-diacetyl-1-hydroxy-2,9a-dimethyl-7,9-dioxo-7,8,9,9a-tetrahydrodibenzo[b,d]furan-3-olate",uc,8.41638e-11,18.3755,13.6652,404.629,6.75149e-11,1.91547,9.44428,51224.3,0.843394,184.761,7.9589e-11,7.78164e-5
DTXSID70956520,35087-77-5,Potassium hexonate,uc,8.17183e-12,4.18355,3.55732,313.495,1.83519e-10,0.118091,8.21854,126.513,-2.38456,143.272,9.02688e-11,2.0848
DTXSID70998288,77-95-2,"1,3,4,5-Tetrahydroxycyclohexane-1-carboxylate",uc,8.34989e-12,4.20741,4.3801,313.581,2.72713e-10,0.106588,8.2052600000000009,68.9634,-2.35458,175.041,2.93756e-10,2.24507
DTXSID801014773,13560-49-1,"Thiodiethane-1,2-diyl bis(3-aminobut-2-enoate)",uc,1.14408e-11,7.15488,3.53364,342.625,1.89604e-9,0.30304,8.15557,713.915,1.09239,155.858,9.24038e-9,0.03934
DTXSID801014909,35355-77-2,C.I. Pigment Red 63:2,uc,1.82076e-11,8.69509,7.60964,315.435,1.21031e-10,0.189648,9.37551,2306.78,3.46689,205.681,3.33039e-10,6.01401e-4
DTXSID801015040,68035-71-2,"Cuprate(2-), (29H,31H-phthalocyaninedisulfonato(4-)-kappaN29,kappaN30,kappaN31,kappaN32)-, (SP-4-1)-, hydrogen, compd. with 2,2',2''-nitrilotris(ethanol) (1:2:2)",uc,1.62346e-11,4.82963,15.9518,362.44,1.46345e-11,1.44017,9.58854,63908.4,1.32327,137.58,2.03621e-7,0.0199871
DTXSID801015640,7346-80-7,N-Oleyl-N-methyltaurine sodium salt,uc,8.82556e-11,29.8522,8.7456,323.061,5.22256e-8,0.614024,10.4406,14197.2,4.66092,135.344,3.91525e-7,0.00111192
DTXSID801016600,158474-72-7,Prohydrojasmon,uc,1.88984e-11,7.70437,4.60493,310.884,8.28887e-8,0.224895,8.41131,594.932,4.27601,-0.11845,3.18469e-5,0.0017301
DTXSID80147866,1070-66-2,2-Methylenehexanal,uc,3.25681e-11,7.85863,4.28439,154.566,7.03758e-5,0.222292,3.88708,26.7939,1.9634,-65.4743,6.93136,0.0292927
DTXSID80162796,144740-53-4,Flupyrsulfuron-methyl [ISO],uc,1.66609e-11,3.06327,5.121,254.099,1.04834e-11,0.39095,9.55301,42.9225,1.64872,178.752,1.38326e-10,5.72196e-4
DTXSID80174157,20290-09-9,Morphine-3-glucuronide,uc,8.12796e-11,6.12915,146.784,378.348,1.54554e-11,0.923097,9.49577,60782.3,-0.16895,196.45,1.99199e-10,0.0374341
DTXSID80177103,2258-42-6,"Acetic acid, anhydride with formic acid",uc,1.56704e-11,1.45922,3.67563,103.277,9.83608e-6,0.125218,2.18818,10.5536,-0.263583,-39.2219,2.70305,2.70436
DTXSID80187464,3380-30-1,Soneclosan,uc,2.60639e-11,186.87,6.85852,337.485,6.41363e-8,0.117796,9.87329,26733.6,4.78393,112.612,1.4869e-6,4.65274e-5
DTXSID80188779,595231,"N,N-Dibutylethylenediamine",uc,2.5589e-11,10.3094,4.76144,198.496,3.12666e-5,0.74536,7.73371,203.011,2.26623,-17.2066,0.142964,0.0978469
DTXSID80190352,3687-18-1,Tramiprosate,uc,4.42608e-12,5.19183,4.88652,255.396,1.42098e-8,0.0943298,7.59161,7.51048,-1.46504,240.295,2.19625e-7,1.19412
DTXSID80192119,38866-20-5,"4-(3-((9,10-Dihydro-4-hydroxy-9,10-dioxo-1-anthracenyl)amino)prop- yl)-4-methyl morpholinium methyl sulfate",uc,2.04606e-11,17.9696,48.1953,401.584,1.9114e-9,0.178985,9.5529,100047,0.44487,168.161,1.7483299999999999e-09,1.41835e-4
DTXSID8020040,309-00-2,Aldrin,nbc,8.03277e-11,5507.68,328.804,323.769,4.41113e-5,23.4902,8.66096,48966,6.49722,132.508,1.19472e-4,7.28451e-8
DTXSID8020044,107-18-6,Allyl alcohol,uc,2.59166e-11,4.03901,4.44729,97.0571,5.00889e-6,0.0953166,3.75884,5.00251,0.169344,-128.799,26.0319,17.155
DTXSID8020090,62-53-3,Aniline,uc,1.10779e-10,1.62983,5.59717,184.227,2.01854e-6,0.166024,4.93619,39.8649,0.901937,-5.91511,0.487348,0.385699
DTXSID8020127,30516-87-1,3'-Azido-3'-deoxythymidine,nbc,2.05628e-11,1.85341,3.5451,288.352,8.84711e-10,0.176269,9.0362,110.128,0.0496331,283.918,6.17395e-8,0.0215924
DTXSID8020179,110-97-4,Diisopropanolamine,uc,4.01148e-11,2.9119,4.97286,249.985,2.97866e-9,0.085047,7.25694,14.1015,-0.819025,44.5145,1.25972e-4,6.50445
DTXSID8020202,51333-22-3,Budesonide,uc,6.26125e-11,5.95238,98.5093,410.917,6.21862e-11,0.950134,9.55588,53750.5,2.83708,253.414,4.30815e-10,3.12166e-5
DTXSID8020204,75-65-0,tert-Butyl alcohol,uc,1.13533e-12,5.0074,7.55742,82.6382,9.04925e-6,0.0741352,3.51598,10.1455,0.352933,24.7356,40.2796,9.0905
DTXSID8020250,56-23-5,Carbon tetrachloride,bc,1.20202e-16,7.44655,19.8666,76.7837,0.0275951,0.0646556,2.78329,70.7792,2.82938,-22.8678,114.402,0.00507698
DTXSID8020381,52918-63-5,Deltamethrin,nbc,3.41634e-11,323.804,3.35386,430.074,1.87209e-9,3.23366,11.6883,62323.3,6.20043,99.9373,1.49102e-8,1.85949e-9
DTXSID8020462,111-46-6,Diethylene glycol,uc,2.99066e-11,3.43715,6.13275,245.613,2.96077e-9,0.0718639,7.13012,4.08583,-1.09389,-10.4231,0.00570077,9.41761
DTXSID8020466,105-55-5,"N,N'-Diethylthiourea",uc,2.80996e-11,6.56518,5.39882,290.904,5.01667e-9,0.0792661,7.58199,23.8367,0.571137,78.0681,0.0504014,0.0351101
DTXSID8020541,57-41-0,"5,5-Diphenylhydantoin",uc,1.43966e-11,6.25081,7.08459,263,6.27802e-10,0.201982,9.32744,151.236,2.36404,296.358,3.22843e-9,1.07068e-4
DTXSID8020597,107-21-1,Ethylene glycol,nbc,7.70826e-12,3.25288,7.56532,197.309,5.99948e-8,0.0626113,6.65248,5.59292,-1.35982,-13.0106,0.0914585,14.3907
DTXSID8020599,151-56-4,Ethyleneimine,uc,6.12704e-12,1.45,7.55558,55.9935,3.91183e-6,0.120387,3.39171,6.01269,-0.374907,-77.914,212.007,23.2225
DTXSID8020620,55-38-9,Fenthion,nbc,1.69866e-11,330.472,4.54476,361.355,1.09166e-6,0.437374,9.42604,1511.89,4.08976,7.51313,1.05746e-5,2.32264e-5
DTXSID8020624,14484-64-1,Ferbam,uc,9.84218e-12,6.68783,23.6944,177.015,1.0326e-8,0.308695,3.36204,59.2181,-2.60728,137.026,0.189236,3.13688e-4
DTXSID8020628,2164-17-2,Fluometuron,nbc,1.01678e-11,10.1565,4.49092,302.891,9.18068e-9,0.0861968,9.21809,79.5767,2.42095,163.872,9.40215e-7,3.88879e-4
DTXSID8020753,64519-82-0,Isomalt,uc,1.64682e-11,1.35248,4.97803,313.049,2.10352e-11,0.143594,9.58192,41.2018,-3.06898,180.111,2.0859e-11,0.212744
DTXSID8020759,78-59-1,Isophorone,nbc,7.68607e-11,2.01286,3.69868,216.014,3.69736e-5,0.0514124,4.32297,25.3723,1.70616,-7.78827,0.440752,0.0887907
DTXSID80208168,5945-86-8,Nimbin,uc,1.85208e-10,7.54703,25.6195,445.874,2.48315e-8,1.781,11.6792,61620.1,3.95253,108.593,1.32291e-10,1.80005e-5
DTXSID8020832,74-83-9,Methyl bromide,nbc,4.02278e-14,7.82487,20.7524,3.51921,0.00739454,0.184042,2.00087,21.9145,1.19051,-93.8856,1601.49,0.147937
DTXSID8020913,91-20-3,Naphthalene,nbc,2.14577e-11,85.1911,3.02366,217.91,4.39338e-4,2.56219,5.16869,913.843,3.29634,79.6532,0.0842218,2.45181e-4
DTXSID8020915,86-87-3,1-Naphthaleneacetic acid,uc,1.59057e-11,2.95203,4.5899,292.834,1.16607e-8,0.213248,8.65308,158.459,2.2431,134.935,9.14108e-5,0.00101104
DTXSID8020969,79-24-3,Nitroethane,uc,1.51226e-13,7.46908,3.68114,114.016,4.75289e-5,0.139988,2.81427,8.81484,0.169328,-89.4963,20.7765,0.614835
DTXSID8021191,952-23-8,Proflavin hydrochloride,uc,2.60219e-11,10.3357,41.1104,354.55,9.79989e-8,0.273116,9.12318,1554.57,-1.2577,205.674,1.32641e-8,2.36016
DTXSID8021197,57-57-8,beta-Propiolactone,uc,5.05625e-13,1.45632,3.67456,161.892,2.92358e-8,0.130976,3.1804,7.89709,-0.721201,-33.2584,3.39969,5.13241
DTXSID8021199,1114-71-2,Pebulate,uc,2.52733e-11,29.2358,4.21968,202.098,5.26957e-7,0.104808,7.41851,628.643,3.83465,-21.8642,0.0842824,4.7245e-4
DTXSID8021226,2425-85-6,C.I. Pigment Red 3,uc,1.65859e-11,80.2331,6.72272,339.493,1.88479e-9,0.756404,10.6138,867.992,3.57938,174.913,1.10656e-9,2.70618e-5
