DTXSID,true_chemname,true_cas
DTXSID80862800,"2,2'-(2,5,8,11-Tetraoxa-1,12-dodecanediyl)bisoxirane",1954-28-5
DTXSID80202388,Etolorex,54063-36-4
DTXSID80862567,"2-(2-Benzylphenoxy)-N,N-diethylethan-1-amine",1157-87-5
DTXSID5023033,Etomidate,33125-97-2
DTXSID4048800,Etomidoline,21590-92-1
DTXSID6048919,Etonitazene,911-65-9
DTXSID9046782,Etonogestrel,54048-10-1
DTXSID0023034,Etoperidone,52942-31-1
DTXSID3046457,Etoricoxib,202409-33-4
DTXSID40878669,ETORPHINE,14521-96-1
DTXSID70934666,2-(2-Ethoxyethoxy)benzene-1-carboximidic acid,15302-15-5
DTXSID10912322,Etoxadrol,28189-85-7
DTXSID5046223,Ethoxazene,94-10-0
DTXSID30196980,Etoxeridine,469-82-9
DTXSID40874489,Etozolin,73-09-6
DTXSID00193244,Etriciguat,402595-29-3
DTXSID1046764,Etryptamine,2235-90-7
DTXSID50905096,Ethybenztropine,524-83-4
DTXSID0046935,Etymemazine,523-54-6
DTXSID1023025,Ethynodiol,1231-93-2
DTXSID1048465,Eucatropine,100-91-4
DTXSID80878663,Euprocin,1301-42-4
DTXSID40881370,Evandamine,100035-75-4
DTXSID60883194,Evernimicin,109545-84-8
DTXSID9045899,Exalamide,53370-90-4
DTXSID1057614,Exametazime,105613-48-7
DTXSID60169061,Exatecan,171335-80-1
DTXSID9044950,Exifone,52479-85-3
DTXSID40168592,Ezatiostat,168682-53-9
DTXSID1044223,Ezetimibe,163222-33-1
DTXSID2048169,Fabesetron,129300-27-2
DTXSID50172342,Fadolmidine,189353-31-9
DTXSID5034141,Fadrozole,102676-47-1
DTXSID70228476,Falipamil,77862-92-1
DTXSID0048399,Falnidamol,196612-93-8
DTXSID30910901,4-(6-Imino-5-methyl-3-phenylpyridazin-1(6H)-yl)butanoic acid--hydrogen chloride (1/1),108894-41-3
DTXSID90171556,Famotine,18429-78-2
DTXSID3045435,Famprofazone,22881-35-2
DTXSID50158585,Fampronil,134183-95-2
DTXSID8046743,Fananserin,127625-29-0
DTXSID7046093,Fanapanel,161605-73-8
DTXSID4047250,Fandosentan,221241-63-0
DTXSID9048695,Fanetizole,79069-94-6
DTXSID30150729,Fantofarone,114432-13-2
DTXSID90175413,Farampator,211735-76-1
DTXSID1047310,Farglitazar,196808-45-4
DTXSID0046430,Fropenem,106560-14-9
DTXSID70147512,Fasiplon,106100-65-6
DTXSID10982863,"4'-(2-{[2-(3-Chlorophenyl)-2-hydroxyethyl]amino}ethyl)-3-methoxy[1,1'-biphenyl]-4-carboxylic acid",643094-49-9
DTXSID9048855,Fasoracetam,110958-19-5
DTXSID4048569,Fasudil,103745-39-7
DTXSID60948878,6-Fluoro-3-hydroxypyrazine-2-carboxamide,259793-96-9
DTXSID20912318,"3-((1R,2R)-2-((dimethylamino)methyl)cyclohexyl)phenol",433265-65-7
DTXSID4023040,Fazadinium bromide,49564-56-9
DTXSID40864380,"1-Butoxy-3-(5-ethyl-2,4,6-trioxo-5-phenyl-1,3-diazinan-1-yl)propan-2-yl carbamate",13246-02-1
DTXSID70177677,Feclobuzone,23111-34-4
DTXSID0045389,Felbinac,5728-52-9
DTXSID00174371,Feloprentan,204267-33-4
DTXSID6048599,Felypressin,56-59-7
DTXSID70208576,Femoxetine,59859-58-4
DTXSID80196894,o-Hydroxyphenacetin,4665-04-7
DTXSID0057708,Fenaclon,306-20-7
DTXSID7057608,Fenadiazole,1008-65-7
DTXSID60863416,Ethyl 2-{[2-(diethylamino)ethyl]carbamoyl}-2-phenylbutanoate,4551-59-1
DTXSID7021994,Phenyl 4-aminosalicylate,133-11-9
DTXSID4048694,Fenamol,5467-78-7
DTXSID40202389,Fenaperone,54063-38-6
DTXSID9023043,Fenbufen,36330-85-5
DTXSID6057746,Fenbutrazate,4378-36-3
DTXSID60862601,N-Ethyl-3-phenylbicyclo[2.2.1]heptan-2-amine,1209-98-9
DTXSID80190796,Phencarbamide,3735-90-8
DTXSID10863668,2-(1-Hydroxy-4-phenylcyclohexyl)butanoic acid,5977-10-6
DTXSID50953017,1-[3-(Cyclohex-1-en-1-yl)-3-phenylpropyl]-1-methylpiperidin-1-ium methyl sulfate,30817-43-7
DTXSID6048830,Fenclofenac,34645-84-6
DTXSID4045139,Fenclonine,7424-00-2
DTXSID50865828,Chloro(3-chloro-4-cyclohexylphenyl)acetic acid,36616-52-1
DTXSID4046157,Fenclozic acid,17969-20-9
DTXSID5048473,Fendiline,13042-18-7
DTXSID80201811,Fendosal,53597-27-6
DTXSID30200233,Fenethazine [INN:DCF],522-24-7
DTXSID50859686,Fenetylline,3736-08-1
DTXSID70223668,Fenflumizole,73445-46-2
DTXSID4023044,Fenfluramine,458-24-2
DTXSID1041972,Fenfluthrin,75867-00-4
DTXSID70861600,"4-Ethyl-3-methyl-3-phenylpyrrolidine-2,5-dione",60-45-7
DTXSID4046818,Fenipentol,583-03-9
DTXSID40194371,Fenmetozole,41473-09-0
DTXSID5046770,"N-(3-Chlorophenyl)-N'-(4,5-dihydro-1-methyl-4-oxo-1H-imidazol-2-yl)urea",57653-26-6
DTXSID90863242,"1-(2,4-Dimethoxyphenyl)-1-phenylethan-1-ol",3671-05-4
DTXSID0043896,Fenoldopam,67227-56-9
DTXSID9023045,Fenoprofen,29679-58-1
DTXSID4023046,Fenoterol,13392-18-2
DTXSID8046296,Fenoverine,37561-27-6
DTXSID30197533,Fenoxazoline,4846-91-7
DTXSID50202390,Fenoxedil [INN:DCF],54063-40-0
DTXSID1048837,Phenoxypropazine,3818-37-9
DTXSID00864583,"2-(Ethylamino)-5-phenyl-1,3-oxazol-4(5H)-one",15302-16-6
DTXSID9023047,Fenpentadiol,15687-18-0
DTXSID60865016,"3-Methyl-5-[2-(4-phenyl-3,6-dihydropyridin-1(2H)-yl)ethyl]-1,3-oxazolidin-2-one",21820-82-6
DTXSID70227803,Fenpipramide,77-01-0
DTXSID10188883,Fenpiprane,3540-95-2
DTXSID0046484,Fenpiverinium bromide,125-60-0
DTXSID60226168,Fenprinast,75184-94-0
DTXSID0043921,Fenproporex,16397-28-7
DTXSID4023048,Fenspiride,5053-06-5
DTXSID8023050,Fentiazac,18046-21-4
DTXSID4026137,Fenticlor,97-24-5
DTXSID7057812,Fenticonazole,72479-26-6
DTXSID20974214,"8-[2-([1,1'-Biphenyl]-4-yl)-2-oxoethyl]-3-[(3-hydroxy-2-phenylpropanoyl)oxy]-8-methyl-8-azabicyclo[3.2.1]octan-8-ium bromide",5868-06-4
DTXSID00862185,Fenyramidol,553-69-5
DTXSID30866333,Fepitrizol,53415-46-6
DTXSID3023051,Feprazone,30748-29-9
DTXSID70152328,Fermagate,119175-48-3
DTXSID00939922,"Iron(2+) 3-{[(7-chloroquinolin-4-yl)amino]methyl}-4-[(dimethylamino)methyl]cyclopenta-1,3-dien-1-ide cyclopenta-1,3-dien-1-ide (1/1/1)",185055-67-8
DTXSID8057728,Fertirelin,38234-21-8
DTXSID10202391,Fetoxilate,54063-45-5
DTXSID70202392,Fexicaine [INN:DCF],54063-46-6
DTXSID00208448,Fexinidazole,59729-37-2
DTXSID9048801,Fezatione,15387-18-5
DTXSID00230305,Fezolamine,80410-36-2
DTXSID8057807,Fiacitabine,69123-90-6
DTXSID90199179,Fibracillin,51154-48-4
DTXSID4046654,Fidarestat,136087-85-9
DTXSID40939709,"N-(2-{[3-(Diaminomethylidene)-6-oxocyclohexa-1,4-dien-1-yl]oxy}-3,5-difluoro-6-[4-(1-methyl-4,5-dihydro-1H-imidazol-2-yl)phenoxy]pyridin-4-yl)-N-methylglycine",183305-24-0
DTXSID401017163,Fiduxosin,208993-54-8
DTXSID20964539,"N-{2-[3,5-Bis(trifluoromethyl)phenyl]ethyl}-2-[4-(cyclopropylmethyl)piperazin-1-yl]-N-methyl-2-phenylacetamide",502422-74-4
DTXSID80179460,Fimasartan,247257-48-3
DTXSID10175096,Finafloxacin,209342-40-5
DTXSID90166806,Finrozole,160146-17-8
DTXSID5044657,Fipexide,34161-24-5
DTXSID00433031,Firategrast,402567-16-2
DTXSID4046525,Flamenol,2174-64-3
DTXSID10166146,Flavamine,15686-60-9
DTXSID90190909,Flavodic acid [INN:DCF],37470-13-6
DTXSID3023053,Flavoxate,15301-69-6
DTXSID9046283,Flazalone,21221-18-1
DTXSID8023054,Flecainide,54143-55-4
DTXSID80868640,2-(tert-Butylamino)-1-(2-fluorophenyl)ethan-1-ol,82101-10-8
DTXSID1046714,Fleroxacin,79660-72-3
DTXSID20243513,Flesinoxan hydrochloride,98205-89-1
DTXSID10188040,Fletazepam,34482-99-0
DTXSID30168445,Flibanserin,167933-07-5
DTXSID70870176,(+)-MaxiPost,187523-35-9
DTXSID8057695,Floctafenine,23779-99-9
DTXSID5048845,Flomoxef,99665-00-6
DTXSID40953763,"16-Fluoro-7,14-dihydroxy-4,12-dimethyl-3-(propan-2-yl)-4,9,14,15,16,17,24,25,26,26a-decahydro-1H,3H,22H-21,18-(azeno)pyrrolo[2,1-c][1,8,4,19]dioxadiazacyclotetracosine-1,22-dione",318498-76-9
DTXSID3045851,Flopropione,2295-58-1
DTXSID3023055,Florantyrone,519-95-9
DTXSID00868763,2-(Pyrrolidin-1-yl)ethyl 2-{[7-(trifluoromethyl)quinolin-4-yl]amino}benzoate,83863-79-0
DTXSID1048833,Flosequinan,76568-02-0
DTXSID20230807,Flosulide,80937-31-1
DTXSID301007371,1-{N-[(Benzyloxy)(hydroxy)methylidene]phenylalanyl}-N-(1-borono-4-methoxybutyl)pyrrolidine-2-carboximidic acid,871576-03-3
DTXSID00181762,Floverine [INN:DCF],27318-86-1
DTXSID3023057,Floxuridine,50-91-9
DTXSID2046175,Fluacizine,30223-48-4
DTXSID4045711,Fluanisone,1480-19-9
DTXSID70233707,Flubanilate,847-20-1
DTXSID10177131,Flucarbril,2261-94-1
DTXSID40866001,"6,8-Difluoro-N,N-dimethyl-2,3,4,9-tetrahydro-1H-carbazol-3-amine",40594-09-0
DTXSID30969434,1-[(1-Ethynylcyclohexyl)oxy]-3-[4-(4-fluorophenyl)piperazin-1-yl]propan-2-ol,54340-64-6
DTXSID3023059,Flucytosine,2022-85-7
DTXSID4039657,Fludarabine,21679-14-1
DTXSID50894178,Fludeoxyglucose F18,105851-17-0
DTXSID00192277,Fludiazepam,3900-31-0
DTXSID20864565,2-Methoxy-N-methyl-2-[3-(trifluoromethyl)phenyl]ethan-1-amine,15221-81-5
DTXSID80222208,Fludoxopone,71923-29-0
DTXSID7023061,Fludrocortisone,127-31-1
DTXSID2047434,Flurandrenolide,1524-88-5
DTXSID7023063,Flufenamic acid,530-78-9
DTXSID30177017,Flufenisal,22494-27-5
DTXSID70215922,Flufosal,65708-37-4
DTXSID60231611,Flufylline,82190-91-8
DTXSID0048765,Flugestone,337-03-1
DTXSID50217560,Fluindarol,6723-40-6
DTXSID1046211,Fluindione,957-56-2
DTXSID40905080,"17-Hydroxy-6alpha-(trifluoromethyl)pregn-4-ene-3,20-dione",15687-21-5
DTXSID60226360,Flumeridone,75444-64-3
DTXSID60163862,Flumethiazide,148-56-1
DTXSID60976813,"7-Fluoro-2-methyl-4-(4-methylpiperazin-1-yl)-5H-thieno[2,3-b][1,5]benzodiazepine",61325-80-2
DTXSID10190204,Flumizole,36740-73-5
DTXSID90208876,Flumoxonide,60135-22-0
DTXSID00198416,Flunamine,50366-32-0
DTXSID50196523,Flunidazole,4548-15-6
DTXSID7023065,Flunitrazepam,1622-62-4
DTXSID4048565,Flunixin,38677-85-9
DTXSID00912311,Flunoxaprofen,66934-18-7
DTXSID8045307,Fluocinonide,356-12-7
DTXSID30186785,Fluocortin,33124-50-4
DTXSID00861835,Fluocortolone,152-97-6
DTXSID10183494,Fluoresone [INN:DCF],2924-67-6
DTXSID60239157,Fluorodopa F 18,92812-82-3
DTXSID7047435,Fluorometholone,426-13-1
DTXSID80146995,Fluparoxan,105182-45-4
DTXSID2046123,Fluperlapine,67121-76-0
DTXSID60191746,Fluperolone,3841-11-0
DTXSID2023068,Fluphenazine,69-23-8
DTXSID4048436,Flupirtine,56995-20-1
DTXSID70227545,Fluprazine,76716-60-4
DTXSID30176343,Fluprednidene,2193-87-5
DTXSID5046067,Fluprednisolone,53-34-9
DTXSID70234254,Fluprofylline,85118-43-0
DTXSID70193519,Fluproquazone,40507-23-1
DTXSID7046122,Fluprostenol,40666-16-8
DTXSID10190986,Fluquazone,37554-40-8
DTXSID70221503,Fluradoline,71316-84-2
DTXSID10184608,Flurantel,30533-89-2
DTXSID1023071,Flurazepam,17617-23-1
DTXSID2057780,Fluretofene,56917-29-4
DTXSID40905085,Flurithromycin,82664-20-8
DTXSID2045654,Flurofamide,70788-28-2
DTXSID5046516,Flurothyl,333-36-8
DTXSID5059957,"Ethene, (2,2,2-trifluoroethoxy)-",406-90-6
DTXSID0041985,Fluorosalan,4776-06-1
DTXSID70232952,Flusoxolol,84057-96-5
DTXSID20203495,Fluspiperone,54965-22-9
DTXSID7045152,Fluspirilene,1841-19-6
DTXSID6023072,Flutazolam,27060-91-9
DTXSID10222534,Flutiazin,7220-56-6
DTXSID0044022,Fluticasone,90566-53-3
DTXSID60144535,Flutizenol,10202-40-1
DTXSID90182405,Flutonidine,28125-87-3
DTXSID20180631,Flutoprazepam,25967-29-7
DTXSID3048655,Flutropium bromide,63516-07-4
DTXSID90227123,Fluzinamide,76263-13-3
DTXSID90200890,Fluzoperine,52867-77-3
DTXSID1043960,Fodipir,118248-91-2
DTXSID80166153,Folescutol [INN:DCF],15687-22-6
DTXSID90955873,"N-[4-(1-Hydroxy-3-imino-3,4,5,6,6a,7-hexahydroimidazo[1,5-f]pteridin-8(9H)-yl)benzoyl]glutamic acid",3432-99-3
DTXSID1023075,Fominoben,18053-31-1
DTXSID0046222,Fomocaine,17692-39-6
DTXSID50177034,Fopirtoline,22514-23-4
DTXSID70162942,Forasartan,145216-43-9
DTXSID10221764,Forfenimex,71522-58-2
DTXSID60179286,Formebolone,2454-11-7
DTXSID3034113,4-Hydroxyandrostenedione,566-48-3
DTXSID6046135,Formetorex,15302-18-8
DTXSID10198169,Forminitrazole,500-08-3
DTXSID00895059,Formocortal,2825-60-7
DTXSID1023077,Formoterol,73573-87-2
DTXSID50943276,"2-(Hydroxymethyl)-5-(4-hydroxy-5H-pyrrolo[3,2-d]pyrimidin-7-yl)pyrrolidine-3,4-diol--hydrogen chloride (1/1)",209799-67-7
DTXSID10227221,Fosalvudine tidoxil,763903-67-9
DTXSID70223729,Fosarilate,73514-87-1
DTXSID10188828,Fosazepam,35322-07-7
DTXSID6023078,Foscarnet trisodium,63585-09-1
DTXSID1046188,Fosenazide,16543-10-5
DTXSID3048601,Fosfluconazole,194798-83-9
DTXSID50938541,1-(5-O-{[2-(Decyloxy)-3-(dodecylsulfanyl)propoxy](hydroxy)phosphoryl}pentofuranosyl)-5-fluoro-4-hydroxypyrimidin-2(1H)-one,174638-15-4
DTXSID70206572,Fosfocreatinine,5786-71-0
DTXSID20970211,Disodium (hydroxyphosphinato)acetate,54870-27-8
DTXSID9045394,Salicylic acid dihydrogen phosphate,6064-83-1
DTXSID0048347,"D-Fructose-1,6-diphosphate",488-69-7
DTXSID1023079,Fosinopril,98048-97-6
DTXSID80869253,Fosinoprilat,95399-71-6
DTXSID70216712,Fosmidomycin,66508-53-0
DTXSID6037512,Fospirate,5598-52-7
DTXSID50870295,Fospropofol,258516-89-1
DTXSID00921408,"Benzyl 14-methyl-8,13-dioxo-5,8,13,14-tetrahydrobenzo[5,6]isoindolo[2,1-b]isoquinolin-9-yl hydrogen phosphate",114517-02-1
DTXSID70226811,Fostedil,75889-62-2
DTXSID00868985,Fostriecin,87810-56-8
DTXSID80869091,Fotemustine,92118-27-9
DTXSID5048687,Fotretamine,37132-72-2
DTXSID10931199,"1-(3-Azido-5-O-{[2-(decyloxy)-3-(dodecylsulfanyl)propoxy](hydroxy)phosphoryl}-2,3-dideoxypentofuranosyl)-4-hydroxy-5-methylpyrimidin-2(1H)-one",141790-23-0
DTXSID70163979,Fradafiban,148396-36-5
DTXSID2023359,Neomycin B,119-04-0
DTXSID5046279,Frentizole,26130-02-9
DTXSID50943150,"2-(5-Amino-6-oxo-2-phenylpyrimidin-1(6H)-yl)-N-[1-(5-tert-butyl-1,3,4-oxadiazol-2-yl)-3-methyl-1-oxobutan-2-yl]ethanimidic acid",208848-19-5
DTXSID0023080,Frovatriptan,158747-02-5
DTXSID9057634,Phthalofyne,131-67-9
DTXSID5046300,Ftaxilide,19368-18-4
DTXSID3020758,Isonicotinic acid vanillylidenehydrazide,149-17-7
DTXSID1046180,Ftormetazine,33414-30-1
DTXSID7046176,Ftorpropazine,33414-36-7
DTXSID90958102,"3-[(5-Bromofuran-2-carbonyl)oxy]-N,N-diethyl-N-methylbutan-1-aminium iodide",3690-58-2
DTXSID4046440,Fudosteine,13189-98-5
DTXSID10208994,Fuprazole,60248-23-9
DTXSID40178217,Furacrinic acid,23580-33-8
DTXSID2045153,"3-Furfuryl-1,8-dimethylxanthine",80288-49-9
DTXSID7046889,Furazabol,1239-29-8
DTXSID10965454,"3-(5-Nitrofuran-2-yl)-5,6-dihydroimidazo[2,1-b][1,3]thiazole--hydrogen chloride (1/1)",5118-17-2
DTXSID7046960,Furegrelate,85666-24-6
DTXSID10862914,Ethyl 1-{2-[(oxolan-2-yl)methoxy]ethyl}-4-phenylpiperidine-4-carboxylate,2385-81-1
DTXSID3057727,Furfenorex,13445-60-8
DTXSID50196886,Furidarone,4662-17-3
DTXSID90930180,"Methyl (oxolan-2-yl)methyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",138661-03-7
DTXSID50192126,Furobufen,38873-55-1
DTXSID00204662,Furodazole,56119-96-1
DTXSID40866602,Furofenac,56983-13-2
DTXSID0023084,Fursultiamine,804-30-8
DTXSID70228279,Furterene [INN:DCF],7761-75-3
DTXSID60968970,"(Furan-2-yl)-N,N,N-trimethylmethanaminium iodide",541-64-0
DTXSID9048566,Gabexate,39492-01-8
DTXSID0045206,Gaboxadol,64603-91-4
DTXSID30218313,Gacyclidine,68134-81-6
DTXSID00921145,"Gadolinium 2,2'-({2-[(2-{[2-(benzyloxy)-1-carboxyethyl](carboxymethyl)amino}ethyl)(carboxylatomethyl)amino]ethyl}azanediyl)diacetate",113662-23-0
DTXSID80182353,Gadocoletic acid,280765-60-8
DTXSID9048647,Gadodiamide hydrate,122795-43-1
DTXSID40941084,"Gadolinium sodium 4-[bis(carboxylatomethyl)amino]-6,9-bis(carboxylatomethyl)-1-oxido-1-oxo-1-[(2~3~,2~4~,2~5~,2~6~-tetrahydro-2~2~H-[1~1~,2~1~:2~1~,3~1~-terphenyl]-2~4~-yl)oxy]-2-oxa-6,9-diaza-1lambda
~5~-phosphaundecan-11-oate--water (1/3/1/1)",193901-90-5
DTXSID00177307,Gadomelitol,227622-74-4
DTXSID40151924,Gadopenamide,117827-80-2
DTXSID701001301,"Gadolinium 2,2'-({2-[{2-[bis(carboxymethyl)amino]ethyl}(carboxylatomethyl)amino]ethyl}azanediyl)diacetate",80529-93-7
DTXSID90928961,"Gadolinium 2,2'-({2-[{2-[bis(carboxymethyl)amino]-3-(4-ethoxyphenyl)propyl}(carboxylatomethyl)amino]ethyl}azanediyl)diacetate",135326-11-3
DTXSID2045606,Galanthamine,357-70-0
DTXSID80930891,"3-[(beta-Alanyloxy)acetyl]-3,5,12-trihydroxy-10-methoxy-6,11-dioxo-1,2,3,4,6,11-hexahydrotetracen-1-yl 2,6-dideoxy-2-fluorohexopyranoside",140637-86-1
DTXSID70151472,Galdansetron,116684-92-5
DTXSID5023089,Gallamine triethiodide,65-29-2
DTXSID70194107,Gallium citrate Ga 67,41183-64-6
DTXSID5045172,Gallopamil,16662-47-8
DTXSID10154189,Galocitabine,124012-42-6
DTXSID80147745,Galtifenin,106719-74-8
DTXSID90904260,Gamithromycin,145435-72-9
DTXSID7046170,Gamolenic acid,506-26-3
DTXSID30196607,Ganstigmine,457075-21-7
DTXSID20175663,Gantacurium chloride,213998-46-0
DTXSID70171433,Gantofiban,183547-57-1
DTXSID10165477,Gapicomine,1539-39-5
DTXSID80147725,Gapromidine,106686-40-2
DTXSID30173135,Garenoxacin,194804-75-6
DTXSID20148993,Gedocarnil,109623-97-4
DTXSID0048636,Gefarnate,51-77-4
DTXSID60171407,Gemcabene,183293-82-5
DTXSID5020651,Gemcadiol,35449-36-6
DTXSID40895073,Gemeprost,64318-79-2
DTXSID3048495,Gemifloxacin,175463-14-6
DTXSID5034642,Gentamicin,1403-66-3
DTXSID4060078,"Benzoic acid, 2,5-dihydroxy-",490-79-9
DTXSID60172191,Gepefrine,18840-47-6
DTXSID90232813,Gepirone,83928-76-1
DTXSID00893651,Geroquinol,10457-66-6
DTXSID6046478,Gestodene,60282-87-3
DTXSID4023094,Gestrinone,16320-04-0
DTXSID00147989,Gevotroline,107266-06-8
DTXSID0057702,Gimatecan,292618-32-7
DTXSID8046799,Gimeracil,103766-25-2
DTXSID3045699,Giparmen,67268-43-3
DTXSID80891413,Giracodazole,110883-46-0
DTXSID00471130,Giripladib,865200-20-0
DTXSID70231642,Girisopam,82230-53-3
DTXSID10186304,Gitaloxin,3261-53-8
DTXSID80144173,Gitoformate,10176-39-3
DTXSID1048546,Glafenine,3820-67-5
DTXSID90864739,Glaziovine,17127-48-9
DTXSID4042624,"MDL 11,939",107703-78-6
DTXSID601009445,Glenvastatin,122254-45-9
DTXSID001016937,Glibornuride,26944-48-9
DTXSID60190471,Glicaramide,36980-34-4
DTXSID50179215,Glicetanile,24455-58-1
DTXSID10201026,Glicondamide,52994-25-9
DTXSID30184761,Glidazamide,3074-35-9
DTXSID5040675,Glimepiride,93479-97-1
DTXSID0040676,Glipizide,29094-61-9
DTXSID4023096,Gliquidone,33342-05-1
DTXSID10186465,Glisentide,32797-92-5
DTXSID50221243,Glisindamide,71010-45-2
DTXSID00179245,Glisolamide,24477-37-0
DTXSID9023097,Glisoxepide,25046-79-1
DTXSID10923973,"Aluminium hydroxide--propane-1,2,3-triol (1/3/1)",12182-48-8
DTXSID80200445,Glucametacin,52443-21-7
DTXSID4023098,Glucosamine,3416-24-8
DTXSID10873666,Glucosulfone sodium,554-18-7
DTXSID6041844,Glucurolactone,32449-92-6
DTXSID1046261,Glucuronamide,61914-43-0
DTXSID201001487,"2-Deoxy-2-{[hydroxy(pyridin-3-yl)methylidene]amino}-1,3,4,6-tetra-O-(pyridine-3-carbonyl)hexopyranose",80763-86-6
DTXSID20205030,Glutaurine,56488-60-9
DTXSID1023102,Glutethimide,77-21-4
DTXSID4057762,Glybuthiazol,535-65-9
DTXSID6023103,Glybuzole,1492-02-0
DTXSID2048822,Glyclopyramide,631-27-6
DTXSID1048754,Amoebicon,116-49-4
DTXSID5046273,Glycyclamide,664-95-9
DTXSID70196383,Glyhexamide,451-71-8
DTXSID2057601,Glymidine sodium,3459-20-9
DTXSID1046394,Glyoctamide,1038-59-1
DTXSID70153719,Glypinamide,1228-19-9
DTXSID80229994,Glyprothiazol [INN:DCF],80-34-2
DTXSID0046276,Glysobuzole,3567-08-6
DTXSID70905492,(~198~Au)Gold,10043-49-9
DTXSID10177474,Golotimod,229305-39-9
DTXSID20873490,Luteinizing hormone-?releasing factor (swine),33515-09-2
DTXSID0057629,Goralatide,120081-14-3
DTXSID40961606,"2-{2-[2-(2,3-Difluorophenyl)ethyl]-4-oxo-1,8-naphthyridin-1(4H)-yl}-N-[1-(2-methoxyethyl)piperidin-4-yl]-N-{[4'-(trifluoromethyl)[1,1'-biphenyl]-4-yl]methyl}acetamide",412950-27-7
DTXSID6046008,Gramicidin S,113-73-5
DTXSID2048321,Grepafloxacin,119914-60-2
DTXSID60173643,Guabenxan [INN:DCF],19889-45-3
DTXSID40204060,Guacetisal,55482-89-8
DTXSID6046139,Guaiactamine,15687-23-7
DTXSID10234394,Guaiapate,852-42-6
DTXSID30869384,Guaisteine,103181-72-2
DTXSID6045666,Guanabenz,5051-62-7
DTXSID90163350,Guanacline,1463-28-1
DTXSID2048533,Guanadrel,40580-59-4
DTXSID0023115,Guancydine,1113-10-6
DTXSID60204527,Guanclofine,55926-23-3
DTXSID5023116,Guanethidine,55-65-2
DTXSID60165508,Guanisoquine,154-73-4
DTXSID10198184,Guanoclor,5001-32-1
DTXSID7075002,Guanoctine,3658-25-1
DTXSID20322216,"3,9-Phenanthrenedicarbonitrile",7473-70-3
DTXSID3046166,Guanoxan,2165-19-7
DTXSID80156579,Guanoxyfen,13050-83-4
DTXSID9025370,Halazone,80-13-7
DTXSID6045375,Halcinonide,3093-35-4
DTXSID2048406,Halethazole,15599-36-7
DTXSID0048684,Cloflucarban,369-77-7
DTXSID9023120,Halofenate,26718-25-2
DTXSID1048382,Halometasone,50629-82-8
DTXSID20208561,Halopemide,59831-65-1
DTXSID30990329,"N-[(4-Bromophenyl)methyl]-3-[4-chloro-5-methyl-2-(propan-2-yl)phenoxy]-N,N-dimethylpropan-1-aminium chloride",7008-13-1
DTXSID10188868,Haloprogesterone,3538-57-6
DTXSID9046865,Haloprogin,777-11-7
DTXSID5046221,Haloxon,321-55-1
DTXSID20962898,"2,2'-(Hexadecane-1,16-diyl)di(isoquinolin-2-ium) dichloride",4310-89-8
DTXSID30273962,Heliomycin,11029-70-2
DTXSID60222680,Hepronicate,7237-81-2
DTXSID10198927,Heptabarbital,509-86-4
DTXSID4048484,Heptaminol,372-66-7
DTXSID30145817,Heptolamide,1034-82-8
DTXSID20883195,Hepzidine,1096-72-6
DTXSID4023121,Hetacillin,3511-16-8
DTXSID20993288,"3-{[Hydroxy(phenyl)(thiophen-2-yl)acetyl]oxy}-1,1-dimethylpyrrolidin-1-ium bromide",7247-57-6
DTXSID00858927,"N,N,N',N'-Tetramethylhexamethylenediamine polymer with 1,3-dibromopropane",9011-04-5
DTXSID6048753,Hexafluorenium dibromide,317-52-2
DTXSID50883229,"1,6-Hexanediaminium, N1,N1,N1,N6,N6,N6-hexamethyl-, bromide (1:2)",55-97-0
DTXSID60191524,Hexamidine,3811-75-4
DTXSID00189329,Hexapropymate [INN:BAN:DCF],358-52-1
DTXSID60957081,(2-{[Cyclohexyl(phenyl)acetyl]oxy}ethyl)(dimethyl)sulfanium iodide,3569-59-3
DTXSID70878374,Hexacarbacholine Bromide,306-41-2
DTXSID30859129,"4,4'-(3,4-Hexanediyl)diphenol",5635-50-7
DTXSID9023122,Hexobarbital,56-29-1
DTXSID20202302,Hexobendine,54-03-5
DTXSID4023123,Hexocyclium,115-63-9
DTXSID7048322,Hexoprenaline,3215-70-1
DTXSID40958450,"3-{[Cyclohexyl(hydroxy)phenylacetyl]oxy}-1,1-dimethylpyrrolidin-1-ium bromide",3734-12-1
DTXSID1047863,Hexylcaine,532-77-4
DTXSID20197764,Histapyrrodine,493-80-1
DTXSID90196385,Homarylamine,451-77-4
DTXSID4023127,Homatropine methylbromide,80-49-9
DTXSID8025258,Ethidium bromide,1239-45-8
DTXSID9045635,Homochlorcyclizine,848-53-3
DTXSID30191697,Homofenazine,3833-99-6
DTXSID80865750,"2-{4-[3-(5H-Dibenzo[b,f]azepin-5-yl)propyl]-1,4-diazepan-1-yl}ethan-1-ol",35142-68-8
DTXSID6048331,Hopantenic acid,18679-90-8
DTXSID30175896,Hoquizil,21560-59-8
DTXSID9023128,Hycanthone,3105-97-3
DTXSID30189716,Hydracarbazine [INN:DCF],3614-47-9
DTXSID901016603,Hydrargaphen,14235-86-0
DTXSID1057824,Hydrocortamate,76-47-1
DTXSID3023132,Hydroflumethiazide,135-09-1
DTXSID30176242,Hydromorphinol [INN:BAN:DCF],2183-56-4
