DTXSID,true_chemname,true_cas,esc
DTXSID9044902,Calcium neodecanoate,27253-33-4,Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID9044904,C.I. Acid Blue 22,28631-66-5,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID9044956,Barium neodecanoate,55172-98-0,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID9044958,Trimethylsilyl silicate,56275-01-5,Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID9045138,1-(3-Chlorophenyl)piperazine,6640-24-0,Active_ingredient_in_products; Pesticides
DTXSID9045265,Sulfachloropyridazine,80-32-0,Pharmaceutical; Surface_water
DTXSID9045500,Florfenicol,73231-34-2,Active_ingredient_in_products; General_consumer_product; Pharmaceutical
DTXSID9045502,Prednicarbate,73771-04-7,General_consumer_product; Pharmaceutical
DTXSID9045895,Lasalocid sodium,25999-20-6,Active_ingredient_in_products; General_consumer_product
DTXSID9045922,Benazepril hydrochloride,86541-74-4,Active_ingredient_in_products; General_consumer_product
DTXSID9046029,Efavirenz,154598-52-4,General_consumer_product; Pharmaceutical
DTXSID9046073,Hippuric acid,495-69-2,General_consumer_product; Pharmaceutical
DTXSID9046491,Penciclovir,39809-25-1,Bottled_and_finished_water_for_consumption; Pharmaceutical
DTXSID9046497,Valrubicin,56124-62-0,General_consumer_product; Pharmaceutical
DTXSID9046528,Didecyldimethylammonium bromide,2390-68-3,Active_ingredient_in_products; Pesticides
DTXSID9046786,Tadalafil,171596-29-5,General_consumer_product; Pharmaceutical
DTXSID9046815,Pantethine,16816-67-4,Personal_care; Food_supplement
DTXSID9047045,Longifolene,475-20-7,Air_near_source; Electronics; Chemicals_that_emit_or_offgas; General_consumer_product; Artificial_liquids; Children_products_and_toys
DTXSID9047047,5-Methyl-3-heptanone,541-85-5,Air_near_source; Chemicals_that_emit_or_offgas; Vehicles; General_consumer_product
DTXSID9047093,Methyl 2-octynoate,111-12-6,Children_products_and_toys; Personal_care; Household_care_and_cleaning_products
DTXSID9047097,Heneicosane,629-94-7,Air_near_source; Chemicals_that_emit_or_offgas; Children_products_and_toys
DTXSID9047122,"1,5,8,12-Tetrakis[4,6-bis(N-butyl-N-1,2,2,6,6-pentamethyl-4-piperidylamino)-1,3,5-triazin-2-yl]-1,5,8,12-tetraazadodecane",106990-43-6,Substances_in_contact_with_food; Product_manufacturing
DTXSID9047172,Octadecane,593-45-3,Air_near_source; Chemicals_that_emit_or_offgas; Children_products_and_toys
DTXSID9047174,Bis(2-butoxyethyl) phthalate,117-83-9,Arts_and_crafts_or_office_supplies; Substances_in_contact_with_food
DTXSID9047176,4-Phenyl-1-cyclohexene,4994-16-5,Substances_in_contact_with_food; Electronics
DTXSID9047178,2-Ethylhexyl octadecanoate,22047-49-0,Children_products_and_toys; Personal_care; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID9047209,Thiocyclam,31895-21-3,Active_ingredient_in_products; Pesticides
DTXSID9047542,Picoxystrobin,117428-22-5,Active_ingredient_in_products; Pesticides
DTXSID9047544,Metosulam,139528-85-1,Active_ingredient_in_products; Pesticides
DTXSID9047671,Dioleoylglycerol,25637-84-7,Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID9047679,2-Pentylfuran,3777-69-3,Air_near_source; Chemicals_that_emit_or_offgas; General_consumer_product; Children_products_and_toys; Electronics
DTXSID9047756,Ferric hexacyanoferrate (II),14038-43-8,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides; Personal_care; Pharmaceutical
DTXSID9048061,"N-Dodecylpropane-1,3-diamine",5538-95-4,Active_ingredient_in_products; Pesticides
DTXSID9048772,Nitroscanate,19881-18-6,General_consumer_product; Pharmaceutical
DTXSID9048982,Doramectin,117704-25-3,Active_ingredient_in_products; General_consumer_product; Pharmaceutical
DTXSID9049582,Benzamorf,12068-08-5,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID9049588,Ammonium (lauryloxypolyethoxy)ethyl sulfate,32612-48-9,Active_ingredient_in_products; Pesticides; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID9049613,"Fatty acids, coco, reaction products with ethanolamine, ethoxylated",61791-08-0,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID9049615,"Fatty acids, tall-oil, ethoxylated",61791-00-2,Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID9049617,Fluoride,16984-48-8,Personal_care; Bottled_and_finished_water_for_consumption; Food_supplement; Pharmaceutical
DTXSID9049665,Magnesium oxide,1309-48-4,Bottled_and_finished_water_for_consumption; Product_manufacturing; Food_supplement; Food_additive; Petrochemicals; Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID9049667,Magnesium peroxide (Mg(O2)?),14452-57-4,Personal_care; Petrochemicals
DTXSID9049669,Dimethylamine-epichlorohydrin polymer,25988-97-0,Active_ingredient_in_products; Pesticides; Substances_in_contact_with_food
DTXSID9049746,"Polyphosphoric acids, esters with polyethylene glycol nonylphenyl ether",68458-49-1,Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID9049748,Potassium,7440-09-7,Arts_and_crafts_or_office_supplies; Personal_care; Home_maintenance_ and_building_materials; General_consumer_product; Bottled_and_finished_water_for_consumption; Food_supplement; Substances_in_contact_with_food; Pharmaceutical
DTXSID9049829,"Polyoxyethylene 2,6,8-trimethyl-4-nonyl ether",60828-78-6,General_consumer_product; Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID9049877,Alkylbenzenesulfonic acid,NOCAS_49877,Active_ingredient_in_products; Pesticides
DTXSID9050436,Poly(acrylamide-co-acrylic acid),9003-06-9,Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID9050482,C10-16 ethoxylated alcohol,68002-97-1,Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID9050484,Calcium,7440-70-2,Arts_and_crafts_or_office_supplies; Personal_care; General_consumer_product; Bottled_and_finished_water_for_consumption; Food_supplement; Substances_in_contact_with_food; Pharmaceutical
DTXSID9050486,Limestone,1317-65-3,Active_ingredient_in_products; Pesticides; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID9051242,Tryptone,73049-73-7,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID9051244,Ammonium bisulfate,7803-63-6,Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID9051248,Lavandin oil,8022-15-9,Personal_care; Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID9051321,C.I. Pigment Red 104,12656-85-8,Product_manufacturing; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID9051458,Vitamin E (mixture of tocopherols and tocotrienols),1406-18-4,Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID9051610,Tincalconite (B4Na2O7.5H2O),12045-88-4,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID9051612,Zinc iron oxide,12063-19-3,Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID9051614,Magnesium ferrite,12068-86-9,Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID9051660,"Manganese(II,III), oxide",1317-35-7,Active_ingredient_in_products; Pesticides; Product_manufacturing
DTXSID9052006,"2-{[3,3-Bis(3-tert-butyl-4-hydroxyphenyl)butanoyl]oxy}ethyl 3-(3-tert-butyl-4-hydroxy-5-methylphenyl)-3-(3-tert-butyl-4-hydroxyphenyl)butanoate",32509-66-3,Substances_in_contact_with_food; Bottled_and_finished_water_for_consumption; Product_manufacturing
DTXSID9052050,"N-(2-Hydroxyethyl)-N,N-dimethyl-3-(octadecanoylamino)propan-1-aminium dihydrogen phosphate",3758-54-1,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID9052137,C.I. Pigment Yellow 109,5045-40-9,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID9052214,"Octadecanamide, N,N'-1,6-hexanediylbis[12-hydroxy-",55349-01-4,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID9052218,2-Hydroxypropanoic acid - N-[3-(dimethylamino)propyl]octadecanamide (1:1),55819-53-9,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID9052266,"(1R,4S,4aS,6R,8aS)-4,8a,9,9-Tetramethyloctahydro-1,6-methanonaphthalen-1(2H)-ol",5986-55-0,Air_near_source; Household_care_and_cleaning_products; Chemicals_that_emit_or_offgas
DTXSID9052268,Aluminium trioctanoate,6028-57-5,Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID9052347,"Dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-3,5-pyridinedicarboxylate",67035-22-7,Pharmaceutical; Wastewater; Surface_water; Bottled_and_finished_water_for_consumption
DTXSID9052349,Solvent Blue 101,6737-68-4,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID9052474,Neodymium tris(2-ethylhexanoate),73227-23-3,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID9052476,Guanine,73-40-5,Personal_care; Pharmaceutical
DTXSID9052478,2-Ethylhexyl 2-ethylhexanoate,7425-14-1,Air_near_source; Chemicals_that_emit_or_offgas; General_consumer_product
DTXSID9052507,Potassium octanoate,764-71-6,Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID9052555,Pigment Violet 29,81-33-4,Substances_in_contact_with_food; Product_manufacturing
DTXSID9052680,Bis(hydroxymethyl)urea,25155-29-7,Active_ingredient_in_products; Pesticides
DTXSID9052765,"Boron potassium oxide (B4K2O7), tetrahydrate",12045-78-2,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID9052769,Polyoxyl 15 hydroxystearate,70142-34-6,Substances_in_contact_with_food; Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID9052840,Metribuzin-DADK,52236-30-3,Groundwater; Pesticides; Bottled_and_finished_water_for_consumption
DTXSID9052846,Methenamid ESA,NOCAS_52846,Pesticides; Surface_water; Groundwater; Bottled_and_finished_water_for_consumption
DTXSID90559517,"4-[Cyclopropyl(hydroxy)methylidene]-3,5-dioxocyclohexane-1-carboxylic acid",143294-89-7,Active_ingredient_in_products; Pesticides
DTXSID9057767,Lodoxamide,53882-12-5,General_consumer_product; Pharmaceutical
DTXSID9057925,Pyrimidifen,105779-78-0,Active_ingredient_in_products; Pesticides
DTXSID9057929,Flusulfamide,106917-52-6,Active_ingredient_in_products; Pesticides
DTXSID9057971,Imicyafos,140163-89-9,Active_ingredient_in_products; Pesticides
DTXSID9057975,Tritosulfuron,142469-14-5,Active_ingredient_in_products; Pesticides
DTXSID9058020,Metrafenone,220899-03-6,Active_ingredient_in_products; Pesticides
DTXSID9058022,Cyprosulfamide,221667-31-8,Active_ingredient_in_products; Pesticides; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID9058024,Tiadinil,223580-51-6,Active_ingredient_in_products; Pesticides
DTXSID9058026,Dimethylvinphos,2274-67-1,Active_ingredient_in_products; Pesticides
DTXSID9058072,Saflufenacil,372137-35-4,Active_ingredient_in_products; Pesticides; Groundwater; Surface_water
DTXSID9058076,Mesulfenfos,3761-41-9,Pesticides; Surface_water
DTXSID9058107,Penflufen,494793-67-8,Active_ingredient_in_products; Pesticides
DTXSID9058151,Fluopyram,658066-35-4,Active_ingredient_in_products; Pesticides; Food
DTXSID9058157,Fenpropidin,67306-00-7,Active_ingredient_in_products; Pesticides
DTXSID9058159,Dodicin,6843-97-6,Active_ingredient_in_products; Pesticides
DTXSID9058230,Sulcotrione,99105-77-8,Active_ingredient_in_products; Pesticides
DTXSID9058236,Lepimectin,171249-05-1,Active_ingredient_in_products; Pesticides
DTXSID9058313,Didecyldimethylammonium bicarbonate (1to1),148812-65-1,Active_ingredient_in_products; Pesticides
DTXSID9058600,4-Nonylphenol diethoxylate,20427-84-3,Surface_water; Wastewater; Bottled_and_finished_water_for_consumption
DTXSID9058735,D&C Red No. 30,2379-74-0,Children_products_and_toys; Personal_care; Pharmaceutical
DTXSID9059385,"9-Octadecenamide, N,N'-1,2-ethanediylbis-, (9Z,9'Z)-",110-31-6,Bottled_and_finished_water_for_consumption; Product_manufacturing; Substances_in_contact_with_food
DTXSID9060867,"1,3,5,7-Cyclooctatetraene",629-20-9,Air_near_source; Chemicals_that_emit_or_offgas; Children_products_and_toys
DTXSID9061091,2-Pentenal,764-39-6,Air_near_source; Chemicals_that_emit_or_offgas; General_consumer_product
DTXSID9064681,Platinum,7440-06-4,Arts_and_crafts_or_office_supplies; General_consumer_product
DTXSID9064689,Scandium,7440-20-2,Arts_and_crafts_or_office_supplies; Personal_care
DTXSID9065316,Carboxyethylgermanium sesquioxide,12758-40-6,Personal_care; Pharmaceutical
DTXSID9066207,"Propanoic acid, ammonium salt",17496-08-1,Active_ingredient_in_products; Pesticides
DTXSID9071349,Methyl 1-methyl-4-((methylphenylhydrazono)methyl)pyridinium sulphate,68259-00-7,Children_products_and_toys; Personal_care
DTXSID9073094,"Formamide, N,N'-1,6-hexanediylbis[N-(2,2,6,6-tetramethyl-4-piperidinyl)-",124172-53-8,Substances_in_contact_with_food; Product_manufacturing
DTXSID9073204,"Butane, 2,2,3,3-tetramethyl-",594-82-1,Air_near_source; Chemicals_that_emit_or_offgas; General_consumer_product
DTXSID9073884,Isocyanic acid,75-13-8,Air_near_source; Electronics; Chemicals_that_emit_or_offgas
DTXSID90786821,Acetic acid--3-methoxypropan-1-ol (1/1),41448-83-3,Artificial_liquids; Chemicals_that_emit_or_offgas; Children_products_and_toys
DTXSID90858693,Polyoxyethylene branched-C9-alkylphenol,68412-54-4,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID90858714,"1,7,7-Trimethyltricyclo[2.2.1.02,6]heptane",508-32-7,Air_near_source; Chemicals_that_emit_or_offgas; General_consumer_product
DTXSID90858739,(+)-Longicyclene,1137-12-8,Air_near_source; Chemicals_that_emit_or_offgas; General_consumer_product
DTXSID90858754,Sodium iodate,7681-55-2,Food_supplement; Food_additive
DTXSID90858931,Tramadol,27203-92-5,Surface_water; Bottled_and_finished_water_for_consumption; Pharmaceutical
DTXSID90860791,MDMA,42542-10-9,Pharmaceutical; Wastewater
DTXSID90860837,"(3R,6S)-6-Isopropenyl-3-methyl-9-decen-1-yl acetate",67601-06-3,Active_ingredient_in_products; Pesticides
DTXSID90863348,"Phenol, 2-(1-phenylethyl)-",4237-44-9,Artificial_liquids; Chemicals_that_emit_or_offgas; General_consumer_product
DTXSID90865807,"4-(3-Hydroxybutyl)-3,5,5-trimethylcyclohex-2-en-1-one",36151-02-7,Artificial_liquids; Chemicals_that_emit_or_offgas; Children_products_and_toys
DTXSID90866031,4-Methylhexanal,41065-97-8,Air_near_source; Chemicals_that_emit_or_offgas; General_consumer_product
DTXSID90868414,1-[(Hydroxymethyl)amino]propan-2-ol,76733-35-2,Active_ingredient_in_products; Pesticides
DTXSID90869542,Ethametsulfuron,111353-84-5,Active_ingredient_in_products; Pesticides
DTXSID90872516,Aluminum oxide (AlO2),11092-32-3,Personal_care; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID90872899,Sodium 4-(6-dodecyl)benzenesulfonate,2212-52-4,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID90873503,Manganese chloride,11132-78-8,Personal_care; Food_supplement; Food_additive
DTXSID90873785,10-Hydroxyamitriptyline,1159-82-6,Pharmaceutical; Surface_water; Bottled_and_finished_water_for_consumption
DTXSID90873846,Honey,8028-66-8,Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID90873902,Phosphinic acid,6303-21-5,Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID90874030,Sodium pentadecyl sulfate,13393-71-0,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID90880873,"3-eicosene, (e)-",74685-33-9,Air_near_source; Chemicals_that_emit_or_offgas; Children_products_and_toys
DTXSID90882716,"Siloxanes and Silicones, di-Me, butyl- and 3-[(2-methyl-1-oxo-2-propenyl)oxy]propyl group-terminated, polymers with 2-[[(heptadecafluororoctyl)sulfonyl]methylamino]ethylacrylate and iso-Bu methacrylate",146632-08-8,Personal_care; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID90883228,"L-Tyrosine, O-(4-hydroxy-3,5-diiodophenyl)-3,5-diiodo-, sodium salt (1:1)",55-03-8,General_consumer_product; Pharmaceutical
DTXSID90883405,"Naphthalene, decahydro-, trans-",493-02-7,Air_near_source; Electronics; Chemicals_that_emit_or_offgas; General_consumer_product
DTXSID90884038,"Benzenesulfonic acid, 4-methyl-, ammonium salt (1:1)",4124-42-9,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID90884497,"1-Propanaminium, N,N,N-trimethyl-3-[(1-oxododecyl)amino]-, methyl sulfate (1:1)",10595-49-0,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID90884851,"2-Naphthalenecarboxylic acid, 4-[2-(5-chloro-4-methyl-2-sulfophenyl)diazenyl]-3-hydroxy-, strontium salt (1:1)",15782-05-5,Product_manufacturing; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID90884871,Potassium p-toluenesulfonate,16106-44-8,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID90885262,"2-Propen-1-one, 1-[4-[[6-O-(6-deoxy-.alpha.-L-mannopyranosyl)-.beta.-D-glucopyranosyl]oxy]-2-hydroxy-6-methoxyphenyl]-3-(3-hydroxy-4-methoxyphenyl)-, (2E)-",24292-52-2,Active_ingredient_in_products; Personal_care
DTXSID90885464,"L-Glutamic acid, N-(1-oxododecyl)-, sodium salt (1:1)",29923-31-7,Children_products_and_toys; Personal_care
DTXSID90886375,"Cyclopropanecarboxylic acid, 3-(2,2-dichloroethenyl)-2,2-dimethyl-, methyl ester, (1R,3S)-rel-",59897-94-8,Pesticides; Surface_water
DTXSID90886734,"3H-Indolium, 2-[2-[4-[(2-cyanoethyl)methylamino]phenyl]ethenyl]-1,3,3-trimethyl-, acetate (1:1)",65122-06-7,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID90889346,"Magnesium, [(2E,7R,11R)-3,7,11,15-tetramethyl-2-hexadecenyl (3S,4S,21R)-9-ethenyl-14-ethyl-21-(methoxycarbonyl)-4,8,13,18-tetramethyl-20-oxo-3-phorbinepropanoato(2-)-.kappa.N23,.kappa.N24,.kappa.N25,.kappa.N26]-, (SP-4-2)-",479-61-8,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID90889366,1-((4-((Dimethylphenyl)azo)dimethylphenyl)azo)-2-naphthalenol,1320-06-5,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID90889705,Methyl Blue,28983-56-4,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID90890876,"Benzoic acid, 2-methyl-, barium salt (2:1)",52337-77-6,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID90891166,Polyoxyethylene docosyl ether,26636-40-8,Personal_care; Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
